Branch,Job Role,Course Name,Platform,Course Link
Naval Architecture and Ocean Engineering,R&D Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Naval Architecture and Ocean Engineering,R&D Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Naval Architecture and Ocean Engineering,Maintenance/Operations Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Naval Architecture and Ocean Engineering,Maintenance/Operations Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Naval Architecture and Ocean Engineering,Maintenance/Operations Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Naval Architecture and Ocean Engineering,Maintenance/Operations Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Naval Architecture and Ocean Engineering,Maintenance/Operations Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Naval Architecture and Ocean Engineering,Maintenance/Operations Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Naval Architecture and Ocean Engineering,Testing/Validation Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Naval Architecture and Ocean Engineering,Testing/Validation Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Naval Architecture and Ocean Engineering,Testing/Validation Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Naval Architecture and Ocean Engineering,Testing/Validation Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Naval Architecture and Ocean Engineering,Testing/Validation Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Naval Architecture and Ocean Engineering,Testing/Validation Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Naval Architecture and Ocean Engineering,Field/Application Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Naval Architecture and Ocean Engineering,Field/Application Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Naval Architecture and Ocean Engineering,Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Naval Architecture and Ocean Engineering,Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Naval Architecture and Ocean Engineering,Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Naval Architecture and Ocean Engineering,Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Naval Architecture and Ocean Engineering,Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Naval Architecture and Ocean Engineering,Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Naval Architecture and Ocean Engineering,Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Naval Architecture and Ocean Engineering,Project Engineer (Junior),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Naval Architecture and Ocean Engineering,Project Engineer (Junior),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Naval Architecture and Ocean Engineering,Project Engineer (Junior),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Naval Architecture and Ocean Engineering,Specialisation-based Entry Role,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Naval Architecture and Ocean Engineering,Specialisation-based Entry Role,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Naval Architecture and Ocean Engineering,Specialisation-based Entry Role,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Naval Architecture and Ocean Engineering,Specialisation-based Entry Role,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Naval Architecture and Ocean Engineering,Specialisation-based Entry Role,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Naval Architecture and Ocean Engineering,Specialisation-based Entry Role,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical Engineering,Graduate Engineer Trainee,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical Engineering,Graduate Engineer Trainee,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical Engineering,Graduate Engineer Trainee,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical Engineering,Graduate Engineer Trainee,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical Engineering,Graduate Engineer Trainee,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical Engineering,Graduate Engineer Trainee,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical Engineering,Design Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical Engineering,Design Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical Engineering,Design Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical Engineering,Design Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical Engineering,Design Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical Engineering,Design Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical Engineering,Production/Manufacturing Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical Engineering,Production/Manufacturing Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical Engineering,Production/Manufacturing Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical Engineering,Production/Manufacturing Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical Engineering,Production/Manufacturing Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical Engineering,Production/Manufacturing Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical Engineering,Quality Assurance Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical Engineering,Quality Assurance Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical Engineering,Quality Assurance Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical Engineering,Quality Assurance Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical Engineering,Quality Assurance Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical Engineering,Quality Assurance Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical Engineering,R&D Engineer (Entry Level),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical Engineering,R&D Engineer (Entry Level),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical Engineering,R&D Engineer (Entry Level),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical Engineering,R&D Engineer (Entry Level),AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical Engineering,R&D Engineer (Entry Level),Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical Engineering,R&D Engineer (Entry Level),Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical Engineering,Maintenance/Operations Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical Engineering,Maintenance/Operations Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical Engineering,Maintenance/Operations Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical Engineering,Maintenance/Operations Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical Engineering,Maintenance/Operations Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical Engineering,Maintenance/Operations Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical Engineering,Testing/Validation Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical Engineering,Testing/Validation Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical Engineering,Testing/Validation Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical Engineering,Testing/Validation Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical Engineering,Testing/Validation Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical Engineering,Testing/Validation Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical Engineering,Field/Application Engineer,Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical Engineering,Field/Application Engineer,Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical Engineering,Field/Application Engineer,Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
Mechanical Engineering,Field/Application Engineer,AutoCAD Complete Course,Udemy,https://www.udemy.com/course/autocad-complete-course/
Mechanical Engineering,Field/Application Engineer,Data Science Professional Certificate,edX,https://www.edx.org/professional-certificate/harvardx-data-science
Mechanical Engineering,Field/Application Engineer,Six Sigma Yellow Belt,Coursera,https://www.coursera.org/learn/six-sigma-yellow-belt
Mechanical Engineering,Project Engineer (Junior),Engineering Mechanics,NPTEL,https://nptel.ac.in/courses/112105124
Mechanical Engineering,Project Engineer (Junior),Project Management,NPTEL,https://nptel.ac.in/courses/110104073
Mechanical Engineering,Project Engineer (Junior),Machine Learning Specialization,Coursera,https://www.coursera.org/specializations/machine-learning-introduction
